,en,fr
235,The legislative legacy of this Parliament from 1999 to 2004 is one that will improve the quality of life of our peoples and lay down the conditions for improved prosperity.,L’héritage législatif laissé par ce Parlement entre 1999 et 2004 contribuera à améliorer la qualité de vie de nos peuples et à jeter les bases d’une meilleure prospérité.
236,"There is no need to convince you that twenty-first century asymmetric and transnational threats are not just illusions, but a reality.","Il n’est pas nécessaire, je présume, de vous convaincre que les menaces asymétriques et transnationales du XXIe siècle ne sont pas qu’une illusion et qu’elles existent réellement."
237,"I think that that is a good new way that improves quality and the provision of information, and that is an improvement on the way in which we deal with the Budget.","Je pense qu’il s’agit d’une nouvelle méthode efficace, qui améliore la qualité et la communication d’informations et optimise notre méthode d’examen du budget."
238,"If this local and regional reconstruction is successful, the people in the terrorist hotbeds can decide for themselves what will benefit them the most.","Si cette reconstruction locale et régionale est couronnée de succès, les personnes vivant au sein de foyers terroristes pourront décider elles-mêmes ce qui leur sera le plus profitable."
239,"The EU, which claims to be a global player, has a golden opportunity to ensure that people do not forget what is happening in Darfur and that those responsible do not go unpunished.","L’UE, qui prétend être un acteur mondial, a l’occasion rêvée de ne pas faire oublier aux gens ce qui se passe au Darfour et de faire en sorte que les responsables ne demeurent pas impunis."
240,"I look at the Council’s empty chair and I have the image of what has happened over the past five years in the area of freedom, security and justice.","Ce siège vide réservé au Conseil me renvoie l’image de ce qui s’est produit durant ces cinq dernières années dans l’espace de liberté, de sécurité et de justice."
241,Let me be clear on this point: the future Commission will work with the United Nations High Commission for Refugees to build international cooperation in this field.,Laissez-moi être clair sur ce point: la future Commission travaillera avec le Haut Commissariat des Nations unies aux réfugiés afin de bâtir une coopération internationale dans ce domaine.
242,"As these complaints have raised the specific issues of border controls and corruption, I should like to ask you for your views on both of these.","Dès lors que ces plaintes ont abordé les points spécifiques des contrôles frontaliers et de la corruption, je souhaiterais également obtenir votre avis à ce sujet."
243,"That being so, I have to disappoint her, because I cannot promise her that I want to table this for discussion.","Cela étant, je vais la décevoir, parce que je ne peux pas lui promettre que je veux soumettre cette question à une discussion."
244,"This strand, which has become an integral part of the Community action programme on climate change, should now be extended.","Ce volet, devenu indispensable dans le programme d’action communautaire sur les changements climatiques, mérite aujourd’hui d’être amplifié."
245,I think we will have to have further discussions about the conclusions we should draw from what happened.,Je pense que nous devrons encore discuter des conclusions à tirer de ce qui s’est produit.
246,"In particular, we appeal for action to be taken on a very topical case involving a prisoner of conscience.",Nous demandons en particulier que des mesures soient prises dans le cadre d’une affaire très actuelle impliquant un prisonnier de conscience.
247,Behind these measures is concealed the adoption of the so-called 'war on terrorism' as a priority in the objectives of the European Union.,"Derrière ces mesures, se cache l’adoption de ce qu’on appelle la «guerre au terrorisme» en tant qu’objectif prioritaire de l’Union européenne."
248,We must reject all forms of racism from those who are trying to make religion a basis for discrimination.,Nous devons rejeter toutes les formes de racisme émanant de ceux qui s’efforcent de transformer la religion en instrument de discrimination.
249,"   Mr Martinez, I did not realise myself that we were looking at all these things together in this budget discussion.","   - Monsieur Martinez, je n’avais pas pris conscience moi-même que nous étions en train d’examiner toutes ces fins d’un coup dans cette discussion budgétaire."
250,"Particularly given the stability and security concerns that have already been touched upon, it is vital that the Council’s decision on it should be favourable.","Compte tenu en particulier des préoccupations en matière de stabilité et de sécurité qui ont déjà été abordées, il est vital que la décision du Conseil lui soit favorable."
251,"In addition, we agree on the seven areas that need to be strengthened, in view of the deficiencies revealed at the level of individual nations.","De plus, nous sommes d’accord sur les sept domaines qui doivent être consolidés, au vu des déficiences révélées au niveau des différentes nations."
252,"In doing so, they overlook the fact that the European institutions owe their existence to the voluntary transfer of powers by the Member States.","Ce faisant, ils passent sous silence le fait que les institutions européennes doivent leur existence au transfert de pouvoir volontaire des États membres."
253,The Luxembourg Presidency is facing the weighty task of reforming the Stability Pact and implementing the conclusions of Wim Kok’s report.,La présidence luxembourgeoise est confrontée à la lourde tâche de réformer le pacte de stabilité et de mettre en œuvre les conclusions du rapport de Wim Kok.
254,"The numerous expressions of sympathy and support should be transformed into decisive and rapid action, and it should not be forgotten that time is a key factor.","Les nombreuses expressions de sympathie et de soutien doivent se traduire par une action décisive et rapide, et il ne faut pas oublier que le temps est un facteur clé."
255,Mr Barroso sensibly understands that many remedies for the lack of economic dynamism lie in the hands of Member States themselves.,M. Barroso comprend tout à fait que de nombreuses solutions au manque de dynamisme économique sont dans les mains des États membres eux-mêmes.
256,"I have in mind, for example, improved coordination between the Member States in the field of environment and health, something that should have been sorted out long ago in the European Union.","Je songe notamment à l’amélioration de la coordination entre les États membres dans le domaine de l’environnement et de la santé, une question qui aurait dû être réglée de longue date dans l’Union européenne."
257,"As in earlier years, it launched the largest number of initiatives: three initiatives on particular topics and ten initiatives on the human rights situation in various countries.","Comme au cours des années précédentes, elle a lancé le plus grand nombre d’initiatives: trois initiatives sur des thèmes précis et dix initiatives sur la situation des droits de l’homme dans divers pays."
258,"This means that we cannot vote in favour of this resolution, and we will continue to fight for the public’s social rights.","Par conséquent, nous ne pouvons voter en faveur de cette résolution et nous poursuivrons notre combat en faveur des droits sociaux des citoyens."
259,"   Mr President, this year, too, 8 March, which is International Women’s Day, gives us the opportunity to draw attention to the situation of women, which continues to be unjust and unworthy of them.","   Monsieur le Président, le 8 mars, qui marque la journée internationale de la femme, nous donne l’occasion, cette année également, d’attirer l’attention sur la situation des femmes, situation qui demeure injuste et indigne d’elles."
260,"As rapporteur on the negotiations within the WTO, within the framework of the Doha programme for development, I would like to stress that these systems can benefit each other mutually.","En ma qualité de rapporteur pour les négociations de l’OMC, dans le cadre du programme de développement de Doha, je souhaiterais souligner que ces systèmes peuvent tirer profit l’un de l’autre."
261,We want successful policies and we want the Commission and Council to abide seriously by the Gothenburg commitments.,Nous voulons des politiques performantes et nous voulons que la Commission et le Conseil suivent sérieusement les engagements pris à Göteborg.
262,"That would be an excellent compensation for the countries involved for the period up to 2009, and it could really mean that they have an income.","Cela constituerait une excellente compensation pour les pays concernés pour la période allant jusqu’à 2009, et cela représenterait de revenus réels pour eux."
263,I should like to add that it is also a matter of principle that minimum standards apply to everyone by definition.,"Je tiens à ajouter que l’application à tout un chacun des normes minimales est, par définition, également une question de principe."
264,"In spite of the soothing discussions, the Bolkestein directive was neither thoroughly reviewed nor withdrawn.","Malgré les discours lénifiants, la directive Bolkestein n’a été ni remise à plat ni retirée."
265,"I want to underline what Mrs Hieronymi and Mrs Trüpel said: within the European Union, too, we have to ensure that the services directive does not apply to audiovisual materials.","Je voudrais souligner ce qu’ont déclaré Mmes Hieronymi et Trüpel: au sein de l’Union européenne également, nous devons veiller à ce que la directive sur les services ne s’applique pas aux produits audiovisuels."
266,"As the Commissioner has said, we are discussing the review and updating of the regulation governing the operations of the Bilbao Agency.","Comme l’a dit le commissaire, nous discutons de l’examen et de la mise à jour du règlement régissant le fonctionnement de l’Agence de Bilbao."
267,"Brian’s family is not alone: there are many such cases in the UK where people have lost loved ones to such violent deaths, yet no one is punished or held to account publicly in a court of law.",La famille de Brian n’est pas la seule: le Royaume-Uni compte beaucoup d’autres cas similaires de personnes qui ont perdu un être aimé de façon aussi violente et où personne n’est puni ni tenu publiquement responsable devant une cour de justice.
268,The European Parliament certainly has an important part to play in our joint efforts to reach an agreement on a future climate regime.,Le Parlement européen a certes un rôle important à jouer dans les efforts que nous déployons en commun pour dégager un accord sur un futur régime climatique.
269,"Faced with this pressure, the European Union cannot respond in a divided manner, it must respond in a united fashion, moving towards that single voice.","Face à cette pression, l’Union européenne ne peut pas réagir en ordre dispersé, elle doit répondre à l’unisson, en empruntant cette voie unique."
270,"Secondly, the success of the negotiation round requires a genuine undertaking of responsibility from emerging countries, such as Brazil, India and China, in the negotiations.","Deuxième point: la réussite du cycle de négociations nécessite une véritable prise de responsabilité des pays émergents, comme le Brésil, l’Inde et la Chine, dans les négociations."
271,"Not for any of the reasons they put forward, but to cause the Union maximum embarrassment in the runup to these public consultations.",La démarche n’a rien à voir avec ce qu’ils prétendent: leur but est de provoquer le maximum d’embarras pour l’Union avant ces consultations populaires.
272,"We are aware of the detailed studies undertaken by the Competition Commission in the UK, prepared by the British Office of Fair Trading.",Nous sommes au courant des études approfondies menées par la Competition Commission au Royaume-Uni et préparées par l’Office of Fair Trading.
273,"With regard to the report in general, there are a few too many gifts for the different regions for my liking.","En ce qui concerne le rapport d’une manière générale, les cadeaux aux différentes régions sont bien trop nombreux à mon goût."
274,"During the year, we have already learnt that the most frequently used magic word is ‘sustainable’, which is used without thinking to label all concepts.","En cours d’année, nous avons déjà appris que le mot magique le plus fréquemment utilisé est «durable», et qu’il est utilisé sans discernement pour qualifier tous les concepts."
275,"   Mr President-in-Office of the Council, Mr President of the Commission, the greatest task for the European Council in a week’s time is to create clarity, more clarity and yet more clarity.","   - Monsieur le Président en exercice du Conseil, Monsieur le Président de la Commission, la tâche la plus importante pour le Conseil européen de la semaine prochaine consiste à apporter de la clarté, encore de la clarté et toujours de la clarté."
276,"How can you cut the Member States’ deficits unless, in return, the European Union gives itself the budgetary resources to guarantee social cohesion and revive the European economy?","Comment voulez-vous réduire les déficits des États membres si, en contrepartie, l’Union ne se dote pas des moyens budgétaires permettant de garantir la cohésion sociale et de relancer l’économie européenne?"
277,"I can already tell you today, Mr President, that a great many members of the Group of the Greens/European Free Alliance will support you for the referendum in Luxembourg.","Permettez-moi de vous dire dès aujourd’hui, Monsieur le Président en exercice, qu’un grand nombre de députés du groupe des Verts/Alliance libre européenne seront à vos côtés lors du référendum luxembourgeois."
278,"In order to give a decisive incentive for the reform of Africa’s governance, the Commission proposes to support the implementation of reforms triggered by the Africa peer review mechanism.","Afin de donner un élan décisif à la réforme de la gouvernance en Afrique, la Commission propose d’appuyer la mise en œuvre des réformes initiées par le mécanisme africain d’évaluation par les pairs."
279,"In response to Mrs McAvan, the Commission is aware of the recent study she mentioned, published by the United States National Institute of Environmental Health Science on 8 June 2005.","Pour répondre à Mme McAvan, la Commission connaît l’étude récente qu’elle a mentionnée, qui a été publiée par le United States National Institute of Environmental Health Science, le 8 juin 2005."
280,It is very important for the implementation of regional policy that the Council should achieve consensus on the financial perspective and legislation on regional policy in the months to come.,"Il est capital, pour la mise en œuvre de la politique régionale, que le Conseil atteigne un consensus sur les perspectives financières et la législation sur la politique régionale au cours des prochains mois."
281,The great Live 8 concerts that took place across Europe and across the globe last weekend are still echoing in our ears.,Les formidables concerts «Live 8» qui ont eu lieu en Europe et dans le monde le week-end dernier résonnent encore dans nos oreilles.
282,The question raised by the honourable Member concerning the Parthenon marbles does not fall within the Community’s sphere of competence.,La question soulevée par l’honorable député concernant les marbres du Parthénon ne relève pas de la sphère de compétence de la Communauté.
283,"The Committee on Budgets does not always act in this manner, but this does illustrate the committee’s great concern with the interests of the outermost regions.","La commission des budgets n’agit pas toujours de la sorte, mais cela illustre bien à quel point la commission se préoccupe des intérêts des régions ultrapériphériques."
284,"In the case of Georgia, the changes proposed by Parliament are corrective in character and relate to the taxation of aviation fuel, designation clauses and pricing.","Dans le cas de la Géorgie, les modifications proposées par le Parlement sont de nature rectificative et portent sur la taxation du carburant d’aviation, les clauses de désignation et les tarifs."
285,"Hungarian Socialists support all the amendments by Mrs Corbey and Mrs McAvan, which many of us have signed.","Les socialistes hongrois soutiennent tous les amendements présentés par Mmes Corbey et McAvan, que beaucoup d’entre nous ont signés."
286,We have not abandoned hope that there will be real action about this strategy rather than just even more talk.,"Nous n’avons pas abandonné l’espoir de voir de véritables mesures prises dans le cadre de cette stratégie, en lieu et place de nouveaux palabres."
287,That is precisely the policy that has been adopted by the Commission over many years in an attempt to respond to this crisis on a long-term basis.,"C’est exactement la politique adoptée par la Commission depuis des années, en essayant de répondre durablement à cette crise."
288,"It is important to keep the right balance between our normal justified fears for our own security on the one hand, and traditional European hospitality on the other.",Il importe de trouver un juste milieu entre les craintes normales et justifiées pour notre propre sécurité et la traditionnelle hospitalité de l’Europe.
289,"The document before us is actually an attempt at blackmail, as it conditions the enlargement process to the so-called constitutional process.","Le document dont nous débattons est en réalité une tentative de chantage, car il conditionne le processus d’élargissement au soi-disant processus constitutionnel."
290,"   – I was a Member of Parliament’s delegation at the Second World Conference of Speakers of Parliament, organised by the Inter-Parliamentary Union in New York on 7, 8 and 9 September.","   - J’ai été membre de la délégation du Parlement lors de la deuxième conférence mondiale des présidents de parlement, organisée par l’Union interparlementaire à New York les 7, 8 et 9 septembre."
291,"I fear, however, that in order to achieve this, priority will be given, once again, to poorly targeted crackdowns, in place of training and information.","Mais je crains que pour y parvenir on ne privilégie, une fois de plus, la répression mal ciblée, plutôt que la formation et l’information."
292,"I did not, however, do this because I found it enjoyable, but because I was challenged by the problems that circuses face in the European Union and elsewhere.","Toutefois, je voudrais, d’ores et déjà, faire quelques observations sur certains des principaux éléments."
293,"   . Mr President, as rapporteur, I am pleased to be able to say that Parliament has, at second reading, reached agreement with the Council on the waste shipments regulation.","   . - Monsieur le Président, je suis ravi, en tant que rapporteur, de pouvoir dire que ce Parlement est parvenu, en deuxième lecture, à un accord avec le Conseil sur le règlement concernant les transferts des déchets."
294,"As I see it, the Council’s absence from this debate is once again telling, whether it has other priorities or not.","Pour moi, l’absence du Conseil à ce débat est une nouvelle fois parlante, qu’il ait ou non d’autres priorités."
295,They now believe that Europe is not really protecting them against the worst effects of international competition and sometimes even that these policies are attacking their social rights.,"Ils considèrent aujourd’hui que l’Europe ne les protège pas réellement contre les effets les plus brutaux de la compétition internationale et que, parfois même, ces politiques portent atteinte à leurs droits sociaux."
296,It is for that reason that the Group of the European People’s Party (Christian Democrats) and European Democrats is in favour of us coming to a decision on a resolution today.,C’est pourquoi le groupe du parti populaire européen (démocrates chrétiens) et démocrates européens est favorable à ce que nous arrêtions une décision sur cette résolution dès aujourd’hui.
297,However it would be a mistake if we give up looking for a more effective system of budgetary control.,Il serait toutefois erroné d’arrêter notre quête d’un système de contrôle budgétaire plus efficace.
298,Even the local authorities agree that a military presence will be needed as soon as it has gained independence.,Même les autorités locales admettent qu’une présence militaire sera nécessaire dès qu’il aura acquis l’indépendance.
299,"For the first time in a long while, Europeans are afraid that their children’s standard of living is going to be lower than theirs.","Pour la première fois depuis longtemps, les Européens craignent que leurs enfants vivent moins bien qu’eux."
300,"The other extreme is to take the entirely opposite approach, or in other words to leave Africa to its own devices.","L’autre extrême consiste à adopter l’approche entièrement opposée ou, en d’autres termes, à laisser l’Afrique à ses propres dispositifs."
301,"Six years ago, in view of the forthcoming Olympic Games in Athens, Greece and the International Olympic Committee, represented at the time by Samarand and Papandreou, reinstituted this institution.","Il y a six ans, en vue des jeux Olympiques d’Athènes, la Grèce et le Comité international olympique, représentés à l’époque par Samaranch et Papandreou, ont réinstauré cette institution."
302,"I would like to lend my support to the ‘.sco’ campaign, as a wider presence for Scottish language and culture in cyberspace could only be helpful for us.","Je tiens à apporter mon soutien à la campagne en faveur de «.sco», car une présence plus étendue de la langue et de la culture écossaises dans le cyberspace ne pourrait qu’être utile pour nous."
303,   – I have received three motions for a resolution(1) in accordance with Rule 103(2) of the Rules of Procedure.,"   J’ai reçu trois propositions de résolution(1), déposées sur la base de l’article 103, paragraphe 2, du règlement."
304,"   Madam President, first of all, I should like to express my deep respect to the rapporteur for her work on this truly difficult job.","   - Madame la Présidente, je voudrais tout d’abord exprimer mon plus profond respect au rapporteur pour le travail qu’elle a réalisé sur ce sujet réellement difficile."
305,"If he concludes that they are true, the question for us is what is the degree of complicity of EU governments?","S’il conclut qu’elles sont vraies, la question que nous devrons nous poser est de savoir quel est le niveau de complicité des gouvernements de l’UE?"
306,"Instead of accepting the Council’s first proposal concerning the level of the budget, Parliament chose, at first reading, to table amendments increasing both payments and forthcoming commitments.","Au lieu d’accepter la proposition initiale du Conseil relative au niveau du budget, le Parlement a choisi en première lecture de déposer des amendements augmentant les paiements et les engagements futurs."
307,"Mrs Kinnock from the ACP-EU Joint Parliamentary Assembly was there; there were Members from the Development Committee and the Agriculture and Rural Development Committee, including me.","Mme Kinnock, de l’Assemblée parlementaire paritaire ACP-UE, était là; il y avait des membres de la commission du développement et de la commission de l’agriculture et du développement rural, entre autres moi-même."
308,I applauded because I have wanted reform in this sector ever since I read the 1991 report by the Court of Auditors.,J’ai applaudi parce que je voulais une réforme dans ce secteur depuis que j’avais lu le rapport de 1991 de la Cour des comptes.
309,The Union has to rediscover the strength and willpower to make its institutions and its citizens work together.,L'Union doit retrouver la force et la volonté de faire travailler ensemble ses institutions et ses citoyens.
310,Other results included an increase in funds for education via a university scholarship programme and the promotion of gender equality.,"Parmi les autres résultats, je citerai une augmentation de l’enveloppe allouée à l’éducation via un programme de bourses universitaires et la promotion de l’égalité des chances."
311,"In this way, they are attempting to restrict any reactions with placards, pickets and so on, noting 'daintily’ that they are not tolerable if they create 'clashes' or disrupt parliamentary business.","Il est tenté ainsi d’empêcher les réactions à l’aide d’affiches, de piquets de grève, etc. en indiquant «finement» qu’elles ne sont pas tolérables si elles génèrent des conflits ou entraînent une perturbation de l’activité parlementaire."
312,"I feel that, with both the Structural Funds and the common agricultural policy, the regulations make it clear that Member States must carry out an independent audit, both and .","J’estime que, tant dans le cadre des Fonds structurels que dans celui de la politique agricole commune, les règlements stipulent clairement que les États membres doivent réaliser un contrôle indépendant, à la fois et ."
313,"It has also resulted in a free market that is only free for monopolies, media terrorism and the violence we all witnessed perpetrated by followers of Mohammed who felt insulted by certain cartoons.","Elle a également abouti à un marché libre qui ne l’est que pour les monopoles, au terrorisme des médias et à la violence dont nous sommes tous témoins, perpétrée par des disciples de Mahomet qui se sont sentis insultés par certaines caricatures."
314,"The regulation of agricultural production in the European Union comes into play here, together with the lack of appropriate subsidies for the production of vegetables and fruit, notably soft fruit.","C’est la régulation de la production agricole au sein de l’Union européenne qui est en jeu ici, de même que le manque de subventions appropriées pour la production de fruits et légumes, notamment de fruits rouges."
315,"I would remind the House that issues relating to employment and labour law have been removed from the scope of the directive, which should allay the fears expressed by the Trade Unions.","Je rappellerai à cette Assemblée que les questions relatives à l’emploi et au droit du travail ont été retirées de la directive, ce qui devrait apaiser les craintes des syndicats."
316,I should therefore like to know what the Commissioner’s attitude is to the use of renationalisation as an instrument of reform.,Je voudrais par conséquent connaître l’attitude que la commissaire compte adopter face au recours à la renationalisation en tant qu’instrument de réforme.
317,"The existing civil protection financing instruments, the action programme and the Community civil protection mechanism are based on this article.","Les instruments financiers existants en matière de protection civile, le programme d’action et le mécanisme de protection civile de la Communauté reposent sur cet article."
318,"Even though the judicial system is a product of history, the issues that arise are going to have to be dealt with.","Même si le système judiciaire est le produit de l’histoire, il va falloir régler les questions qui se posent."
319,"The process of scrapping protectionism, which does not create but only decreases added value and increases social costs, faces large obstacles.","Le processus d’abolition du protectionnisme, qui, au lieu de créer de la valeur ajoutée, la diminue et qui augmente les coûts sociaux, est confronté à des obstacles de taille."
320,"This would of course require changing the Charter of the United Nations, and we all know how difficult that would be, but the option is open.","L’attribution d’un tel statut exigerait naturellement une modification de la charte des Nations unies - et nous sommes tous conscients du degré de difficulté que présenterait la réalisation d’une telle tâche -, mais l’option reste ouverte."
321,"The recent reports that Andrei Ivantoc, one of the two prisoners, has begun a hunger strike underline the need for the immediate release of both prisoners.","Les récents rapports selon lesquels Andrei Ivantoc, un des deux prisonniers, a entamé une grève de la faim soulignent la nécessité de libérer immédiatement les deux prisonniers."
322,"For example, loss of tax revenues resulting from the dismantling of customs tariffs will arise once the EPAs have come into force.","Par exemple, les pertes de recettes fiscales suite au démantèlement des tarifs douaniers interviendront après l’entrée en vigueur des APE."
323,"   . Mr President, during the Committee on Civil Liberties, Justice and Home Affairs’ visits to the detention centres, a large number of very serious problems were in fact observed.","   . - Monsieur le Président, en effet, lors des visites effectuées par la commission des libertés civiles, de la justice et des affaires intérieures dans les centres de détention, de nombreux problèmes très graves ont été constatés."
324,Evaluations carried out now show unambiguously that Sweden has not in the least been exposed to the social dumping invoked by the Social Democrats as a scare tactic.,Les évaluations réalisées actuellement ont révélé clairement que la Suède n’avait aucunement subi le dumping social invoqué par les sociaux-démocrates pour susciter la peur.
325,Whilst we are on the subject of finances: it is gratifying that this prize is now to be awarded three months in advance.,"Puisque nous parlons finances, je voudrais dire que c’est une bonne chose que ce prix soit désormais remis trois mois à l’avance."
326,We saw in the television reports how the peaceful demonstrators were brutally detained by the police.,Des reportages télévisés nous ont montré la manière avec laquelle de paisibles manifestants étaient brutalement arrêtés par la police.
327,"   Corruption is the by-product of a weak system of government, but also arises from the absence of definite values.","   - La corruption est la conséquence d’un système de gouvernement faible, mais découle également de l’absence de valeurs précises."
328,"Over the last three weeks, the world has witnessed intense protests and suffering in Nepal and we are very relieved to see that peace is finally being restored to the streets of Kathmandu.","Au cours des trois dernières semaines, le monde a assisté à d’intenses protestations et souffrances au Népal et nous sommes soulagés que la paix soit enfin restaurée dans les rues de Katmandou."
329,"   Mr President, a group submitted this request to amend the agenda armed with a very clear supporting argument.","   - Monsieur le Président, un groupe a déposé cette demande de modification de l’ordre du jour avec, à l’appui, une argumentation bien claire."
330,"Instead, intended ambiguity prevails so as to facilitate Morocco's abuse of Western Saharan waters and to avoid facing up to its illegal claim to the territory.","Au contraire, l’ambiguïté voulue prévaut afin de conférer au Maroc un accès plus facile aux eaux du Sahara occidental et d’éviter de devoir répondre de ses revendications illégales sur ce territoire."
331,A long-term policy of balanced public finances is needed in the current euro countries and must also be made an indispensable requirement for all future accessions to the euro area.,"Les pays qui utilisent actuellement l’euro doivent pratiquer une politique d’équilibre des finances publiques sur le long terme, qui doit également être un préalable indispensable à toute future adhésion à la zone euro."
332,"Today, we are prepared to give up the call-back mechanism and to yield to the Commission and the Council in order to adopt this text at first reading.","Aujourd’hui, nous serions prêts à renoncer au mécanisme de et à céder à la Commission et au Conseil pour adopter ce texte en première lecture."
333,"The new government faces many challenges, including limiting the King’s power and bringing the military under democratic control.","Le nouveau gouvernement doit relever de nombreux défis, y compris limiter les pouvoirs du roi et rétablir un contrôle démocratique de l’armée."
334,"We have emphasised and promoted the importance of non-technological innovation, alongside technological innovation.",Nous avons souligné et promu l’importance de l’innovation non technologique aux côtés de l’innovation technologique.
335,"We need to bring science closer to technology and universities closer to industry, and so we need to focus on small and medium-sized enterprises and their role in research.","Nous devons rapprocher les sciences des technologies et les universités des entreprises, et nous devons aussi nous concentrer sur les petites et moyennes entreprises et leur rôle dans la recherche."
336,The honourable Member refers in particular to the situation in Greece compared with other Member States.,L’honorable parlementaire fait en particulier référence à la situation en Grèce comparée à celle d’autres États membres.
337,"We think that this human rights agency would be a worthwhile institution, and, of course, that it would not compete in any way with the Council of Europe or any other institutions.","Nous pensons que cette Agence des droits de l’homme constituerait une institution précieuse et, bien évidemment, qu’elle n’entrerait nullement en concurrence avec le Conseil de l’Europe ou toute autre institution."
338,"   – Mr President, Commissioner, ladies and gentlemen, the unanimous adoption of the Cramer report by the Committee on Transport and Tourism basically tells us two things.","   - Monsieur le Président, Monsieur le Commissaire, Mesdames et Messieurs, l’adoption à l’unanimité du rapport Cramer par la commission des transports et du tourisme nous apprend fondamentalement deux choses."
339,"Irish representatives, Finnish representatives, German representatives, Austrian representatives, French representatives must speak to people to tell them what is required.","Les représentants irlandais, finlandais, allemands, autrichiens, français doivent expliquer à leur peuple ce qu’il convient de faire."
340,I wish to thank the environmental organisations for their involvement and their input during the Aarhus legislation process.,Je voudrais adresser mes remerciements aux organisations de protection de l’environnement pour leur participation et leur contribution durant la procédure législative d’Århus.
341,"Job satisfaction and employees’ ability to cope are important, and they can help to ensure that we have an effective and lasting workforce.",La satisfaction professionnelle et la capacité des travailleurs à faire face sont importantes et peuvent garantir une main-d’œuvre efficace et durable.
342,It remains to be seen whether this tentative agreement for a government of national unity will produce a leadership better able to meet its responsibilities.,Reste à voir si cet accord provisoire en vue de la formation d’un gouvernement d’unité nationale produira un leadership mieux apte à assumer ses responsabilités.
343,"   – Mr President, ladies and gentlemen, I should like to express my bitter disappointment at the adoption of the Fava report.","   - Monsieur le Président, Mesdames et Messieurs, je voudrais exprimer mon amère déception face à l’adoption du rapport Fava, et ce pour quatre raisons."
344,"For example, the proposal will allow for the mobilisation of extra transport equipment and will provide a platform upon which to contribute to the development of early warning systems.","Par exemple, la proposition rendra possible la mobilisation d’équipements de transport supplémentaires et fournira une plate-forme sur laquelle nous pourrons nous baser pour élaborer des systèmes d’alerte précoce."
345,"I said ten Member States and I thought I mentioned Ireland, but if you did not hear it, then you are right.","J’ai parlé de dix États membres et je pensais avoir mentionné l’Irlande mais, si vous ne l’avez pas entendu, vous avez raison."
346,"Last week at the Stockholm Conference, I announced a package of EUR 42 million to support early recovery until the end of the year.","La semaine dernière, à la conférence de Stockholm, j’ai annoncé un budget de 42 millions d’euros en vue de soutenir la reprise rapide jusqu’à la fin de l’année."
347,"In accordance with the procedure laid down in Article 24 of the EU Treaty, negotiations are led by the Council Presidency, assisted by the Commission.","Conformément à la procédure fixée à l’article 24 du traité UE, ces négociations sont conduites par la présidence du Conseil, avec l’assistance de la Commission."
348,We could be given a report on the day’s decisions and take all the votes requiring absolute majorities.,Nous aurions ainsi pu recevoir un rapport sur les décisions du jour et procéder à tous les votes requérant la majorité absolue.
349,"Let me thank Mr Eurlings for his report, which includes useful elements for the assessment of Turkey’s progress towards accession.","Je remercie M. Eurlings pour son rapport, qui contient des éléments utiles pour l’évaluation des progrès réalisés par la Turquie sur la voie de l’adhésion."
350,"What about the CIA secret prisons saga, where this House was right to set up a committee on rendition to see whether we need to use Article 7?","Qu’en est-il de la saga sur les prisons secrètes de la CIA, à l’occasion de laquelle cette Assemblée a dû créer avec raison une commission d’extradition pour déterminer si nous devions invoquer l’article 7?"
351,That is why I ask what place the weakest have in society and what resources there are to promote a solidarity economy.,C’est pourquoi je pose la question de la place des plus faibles dans la société et des moyens de promouvoir une économie solidaire.
352,"The people should not be punished for the madness of the dictator who rules over them, and it is for that reason that we support these measures.","Le peuple ne devrait pas être puni pour la folie du dictateur qui le dirige, c'est pour cette raison que nous soutenons ces mesures."
353,"Many of our mountains and forests no longer have any wild animals because there is uncontrolled, predatory murder of the animals and this does not only have to do with the animals.","Beaucoup de nos montagnes et de nos forêts sont dépeuplées de leurs animaux sauvages en raison du massacre incontrôlé de ces animaux, et les conséquences ne se limitent pas qu'à la faune."
354,"By presenting a united front, the committee has succeeded, even before tomorrow's vote, in getting the Commission to accept some of its core demands.","En présentant un front uni, la commission est parvenue, avant même le vote de demain, à faire accepter certaines de ses exigences de base par la Commission."
355,"They are about nothing more than settling personal scores, about offended vanity, intrigues and aggression.'","Elles ne servent qu'à régler des comptes personnels à propos de vanité offensée, d'intrigues et d'agression."""
356,We need a steam engine which will enable us to transform research into innovative products and services.,Nous avons besoin d'une machine à vapeur nous permettant de transformer la recherche en produits et services innovants.
357,"This House is of the opinion that the Commission and Council should also show commitment and should match the same amount, so that EUR 120 million would become available.","Le Parlement est d'avis que la Commission et le Conseil devraient également s'engager et avancer la même somme, afin qu'un montant de 120 millions d'euros soit disponible."
358,"From a Swedish perspective, we will soon have the euro in a number of new countries around the Baltic Sea.","D'un point de vue suédois, l'euro sera bientôt présent dans un certain nombre de pays autour de la mer Baltique."
359,The proposal in question allows Portugal to exempt itself from the obligation to cofinance the amounts it secured for itself at the December Council.,La proposition en question permet d'exempter le Portugal de l'application de l'exigence de cofinancement pour les montants qu'il s'est assurés lors du Conseil de décembre.
360,It is right for Commissioner Mandelson to say that these countries should first and foremost be given encouragement and support.,Le commissaire Mandelson a raison de dire que ces pays doivent avant tout bénéficier d'encouragement et de soutien.
361,"Its beauty is a creation of nature and people; now, people are likely to destroy it and nature is unable to defend it.",Sa beauté est l'œuvre de la nature et des hommes. Ces mêmes hommes vont à présent vraisemblablement détruire ce site et la nature est incapable de le défendre.
